,user_id,bsks
4983,4983,"[[3376, 728, 448, 6484, 540, 100, 4050, 387, 2012], [6440, 4220, 387, 4495, 3818, 134, 3717, 3446, 2917, 2267], [4236, 1791, 1833, 3195, 3939, 2576, 4918, 3104, 5259], [1247, 2917, 3862, 698, 3867, 5422, 1103, 134, 153, 171, 6320, 112, 1146], [100, 153, 2422, 3441, 2459, 134, 3902, 6440], [3104, 387, 3902, 174, 100, 2979, 134, 1146, 2917, 6440, 153], [3902, 5738], [224, 7994, 18, 7013, 7784, 6990, 2763, 3441, 5796, 7795, 5469, 6035], [2763, 1784, 1002, 4837, 55, 6826, 3060], [4875, 8261, 7795, 7784, 7864, 100, 4645, 2917, 1784], [134, 563, 1332, 27, 3145, 7409, 6841, 2763, 3113, 8241, 114, 7936, 2936, 407, 55, 144, 2977], [4683, 382, 3994, 266, 2012, 3435, 882], [7601, 100, 4441, 4935, 2763, 2039, 6611, 1784, 2936, 7023, 7818], [7023, 6639, 2936, 2763, 134, 6222], [2763, 882, 933, 1784, 1881, 6611, 2012, 794], [6637, 4236, 7247, 1130, 2936, 1021, 7323], [4981, 2936, 5679, 2661, 44], [7817, 266, 7601, 6996, 1393, 4441, 3104, 1719, 24, 2018, 2917, 36, 648], [305], [8351, 8263, 2763, 100, 7817]]"
4984,4984,"[[1299, 4434, 2625, 3318, 1104, 1772, 643, 3396, 2904, 24, 1127, 2503, 1847, 1451, 489, 132, 3121, 1033], [1906, 1422, 41, 3011, 135, 581, 868, 842, 134, 44, 3921, 3959, 1033, 7158, 1364, 1247, 3228, 928], [1726], [709, 581, 1624, 1534, 12, 134, 5821, 357, 991, 670, 1675, 842, 195, 2481, 2139, 6592], [7680, 713, 8263, 4819, 991, 151, 5977, 871, 5383, 695, 2161, 4, 3365, 1615, 5718, 1781, 136, 3959, 829, 2160, 3161, 874, 8113, 332, 5495, 1370, 2757, 1552, 1428, 5149], [7680, 1713, 414, 581, 3690, 2112, 1621, 4905, 7577, 466, 3785, 842], [1283, 3690, 581, 24, 1310, 1146, 3365, 44, 7013], [195, 5516, 134, 581, 590, 27, 1781, 3457]]"
4985,4985,"[[1629, 1081, 5921, 1683, 818, 2412, 3546, 6751, 1244, 35, 2447, 349, 6784, 81], [3200, 729, 1629, 5451, 393, 840, 1173, 1832, 1683, 339, 533, 35, 844], [7458, 1756, 5426, 2224, 668, 6633, 2212, 3444, 2447, 5360, 134, 2209, 1768, 2887, 2111, 3151, 818], [3833, 638, 2212, 2839, 2426, 1706, 1629, 2205, 134], [5921, 2412, 5304, 134, 1730], [1970, 3307, 6332, 8162, 669, 1529, 3250, 3833, 845, 2205, 6350, 393, 6633, 2958, 1359, 7880, 2321, 480, 2212, 5535, 24, 7400, 6751, 4236, 8189, 7893], [4724, 2212, 535, 619, 1497, 6079, 3928, 844, 2205, 1359, 106, 556], [8250, 5149, 5131, 6865, 6108, 5383, 305, 4677, 7047, 713], [4677], [793, 4757, 2397, 4699], [696, 4969, 8163], [3307, 1695, 7393, 2806, 2900, 3200], [2653, 6774], [1635, 2416, 2412, 2749, 349, 754, 5887, 5129], [5516, 3457, 8349, 879, 3977, 3542, 5148, 4207, 1081, 35, 5974, 1955, 8226, 8495, 1315, 81, 1497, 1359, 533], [6190], [651, 349, 2327, 6324, 2515, 6237, 6364, 1228, 6990, 1719, 740, 2958, 464, 1731, 7013, 1081, 24]]"
4986,4986,"[[6628, 2645, 83, 293, 728], [506, 5219, 7158, 941, 6432], [36], [2299, 1853, 7480, 8519, 5219, 2681]]"
4987,4987,"[[595, 153, 303, 2285, 573, 936, 5144, 6515, 2704, 2142, 2966, 3754], [303], [38, 358, 99, 7785], [5247, 6710, 305, 2535], [3813, 5183, 4819], [758], [8253, 8461, 7974], [758]]"
4988,4988,"[[441, 3575, 5888, 4357, 3248, 2730], [2458, 1195, 5298, 3158, 5385, 840, 232, 1378, 930, 5426, 14, 2652], [2648, 5630, 2382, 7126, 271, 6213], [2352, 2918, 2731, 1378, 5491, 6902, 3652, 7992, 5086, 2677, 287, 107, 616, 1991], [1991, 2629, 905, 880], [2731, 1378, 107, 7848, 7775, 905, 2352, 6860, 287, 2047], [82], [1288, 7354, 4357, 2227, 235, 1760, 1211, 388, 507], [7423, 702, 6036], [4686, 601, 6036, 3840], [2977, 271, 2677, 8345], [5426, 406, 119, 2216, 2018, 1247, 2742, 238, 4372, 2629, 277]]"
4989,4989,"[[6345, 2617, 44, 1345, 2536, 458, 3403, 2241, 526, 1621, 349, 3175, 5321, 6505, 969, 5665, 2131, 82, 371], [349, 5477, 5516, 2241, 2652, 4567, 671, 2048, 5272, 3478, 261], [40, 4788, 1844, 2531, 2048], [753, 2283, 2763, 2215, 826, 4177, 7748], [40, 5760, 8479, 8504, 2241]]"
4990,4990,"[[1719, 1396, 24, 1726, 1590, 685], [3001, 877, 1683, 1194, 1726, 2647, 56], [117, 4910, 2719, 1683, 1726, 166, 1246, 840], [1378, 1726, 366, 2665, 4136, 2012, 1730, 6599, 1194], [8373, 3401, 8261, 235, 4177, 1726, 1683], [4298, 8010], [2719, 1726], [1726, 181, 33, 1034, 1336, 1061, 1194, 1683], [2376, 4506, 1726]]"
4991,4991,"[[1544, 3035, 1526, 818, 3264, 131, 6723, 24, 839, 3748, 1951, 338, 1033, 608], [744, 4726, 95, 840, 5830, 6484, 5545, 2752, 4680], [2221], [2048], [189, 114, 991], [1223, 7110], [1033, 6605, 804, 3616, 3338, 298, 952], [82]]"
4992,4992,"[[24], [3199, 709, 42, 2002, 195], [2171, 1456, 134, 195], [5517, 1642, 926], [6188, 682], [2556], [1297, 24]]"
4993,4993,"[[24], [222, 4458], [134], [2150, 6432, 2076, 115, 134, 7110], [63, 182, 139], [1589, 5682, 2136, 5915, 835, 6742, 7110, 725], [7110, 8308]]"
4994,4994,"[[365, 616, 355, 100, 5884], [7184, 7015, 3330, 416, 925, 552], [1816, 4871, 3779, 2251, 1810, 232, 965, 2724, 4716, 4441, 2677, 751, 7862], [795, 991, 1137, 4185, 1222, 5438, 524], [32, 8148, 909, 6278, 35, 6270, 1395, 4635, 874, 1876, 1444, 585, 7445, 24]]"
4995,4995,"[[608, 2051], [3612], [2332, 1375, 3205, 2964, 2635, 581, 3546, 3026, 453], [7864, 7795, 7888, 415], [6262, 3280, 8067, 7935, 2516, 1033, 1879, 3012, 133, 1781, 334, 446], [991, 239]]"
4996,4996,"[[5339, 5803], [7004, 741, 926, 1139], [698, 7004, 1139, 1492, 2917, 633, 538], [153, 3742, 1132, 3295, 7963, 7841, 6758, 7933, 581], [1916, 1126], [7841, 8123, 2128, 7933, 835, 7795, 7994, 8158, 579], [1716, 8077, 77, 3438, 2506, 7933, 7963, 7110, 7841, 2720], [7933, 7963, 3164, 4084, 8081], [251, 1841, 1225, 5228], [2506], [2378, 51, 5165, 936, 637, 552, 5461, 3658, 1503], [1378, 4935, 4818, 585, 5469, 6758], [114, 1155, 579], [959, 248, 24, 51, 401, 1471], [3875, 2974, 334, 27, 2881, 814, 114, 251], [7110]]"
4997,4997,"[[1540, 24], [366, 138, 1178, 6990, 107, 174, 2352, 6157, 1051, 1522, 287, 3990, 4313, 971, 8231], [2977, 1154, 5690, 114, 253], [197, 44, 24]]"
4998,4998,"[[1548, 1787, 1216, 4635, 6714, 255, 2250, 87], [1591, 1922, 5366, 109], [1446, 6714, 7218, 2893, 5479, 3448, 6648], [6190, 3454, 571, 951, 1708, 1359, 3179, 1385, 214, 2250], [100, 257, 1216, 4385, 6851, 8103, 4709, 1013, 992, 1446, 2095, 1359, 3723]]"
4999,4999,"[[1674, 6640, 272, 3934, 4684, 1267, 552, 3796, 2757, 416, 4236, 579, 1633, 3334, 2222, 1127, 1841, 1253, 304, 1270, 435, 2896, 83, 2962, 365], [4008, 3330, 83, 477, 2943, 252, 4669], [4865, 416, 3368, 2700, 6365, 3215, 251, 2896, 253, 25, 589, 4485, 941, 1345, 3078, 5216, 6022, 100], [2322, 5605, 416, 1599, 578, 5216, 2896, 867, 2338, 1772, 3368], [382, 2001, 555, 2076, 1210, 1544, 4412, 1591, 546, 952], [239, 3172, 552, 2609, 8309, 4769, 1328, 3637, 5216], [1665, 2729, 118, 1182, 4935, 867, 435, 1546, 3472, 251, 1244, 581, 416, 2573, 3368], [1309, 5216, 44, 25, 100, 589, 1651, 552, 4769, 2729, 546, 416]]"
5000,5000,"[[198, 24, 3557, 30, 4412, 5001, 938, 1436, 88, 82, 3566, 952, 44], [1118, 1501, 6119, 2228, 3013, 2617], [871, 641, 1510], [1719, 2229, 2201, 1730, 4049], [33, 3493, 849, 101], [486], [952, 8073, 3750, 33], [2770, 110, 69, 1682, 3549, 3212], [4555, 2731, 4466, 44, 952, 1168, 1782]]"
5001,5001,"[[1648, 787, 1753, 1838, 3175, 4567], [1078, 2516], [44], [4567, 575, 304, 5205, 1753, 3957, 6545]]"
5002,5002,"[[2279, 2160, 1216, 1211, 129, 1378, 371, 36, 6076, 5868, 4255, 2036, 1503, 3038, 616, 3570, 107, 6006, 3818, 1951, 3042, 3057, 2814], [5430, 1936], [7305, 105, 1196, 312, 1715], [6800, 616, 506, 3049, 5868, 36], [197, 338, 1178], [82, 369, 616, 7775, 3437, 7203], [8023, 1620, 7775, 1873, 8090, 8158, 3052, 1548, 744, 1216, 1968, 616, 5200, 42, 8035, 8110, 382], [338, 1713, 3686, 1968, 212, 4420, 1620, 3537, 7607], [8090, 1363, 2341, 3052, 8110, 7782, 616, 1565, 446, 2535, 3211, 1378, 8133, 3799, 699, 804, 5047, 8480], [699, 1936, 2288, 8424, 354, 542, 44, 82]]"
5003,5003,"[[35, 2950, 797, 3225, 351, 1505, 24, 3639, 100, 6545, 4052, 1690, 203, 3555, 4966, 3991, 3906], [5679, 426, 5468, 7934, 32, 159, 1204, 3639, 3421, 6624, 1762, 3743, 3239, 8380, 2145, 12, 6990, 269, 6804, 6043, 56, 7844, 2958, 2851, 949, 635, 4530, 2764, 4476], [2086, 5338, 6499, 4364, 4272, 6992, 8351, 6804, 269, 685, 4922, 6176, 1440], [186, 7005, 8251, 2470, 31, 269, 3869, 4894, 1194, 5058, 4304, 1809, 8095, 3611]]"
5004,5004,"[[2739], [1718, 4894, 389], [3551, 389], [830, 1181], [4317, 4215, 2812, 5841, 5488, 15, 2162], [4722], [6072, 3549], [8203, 1936, 305, 795, 2818, 3805, 4595, 1003, 4130, 483, 2555, 7596, 2873, 1712], [1839, 1003, 4339, 569, 3594, 840, 6477], [2969, 5262, 8241, 305], [5682, 81], [4555, 1003, 81, 254], [8135, 7558], [1390]]"
5005,5005,"[[6645], [920, 1252, 2418], [56, 2755, 6914, 804, 1719, 1667, 2404, 1139, 652], [594, 1776, 3388, 5295, 1715, 3457], [2200, 4250]]"
5006,5006,"[[24], [82], [1726], [616], [7110, 1184], [3858, 8253], [616], [616], [6364, 298], [24]]"
5007,5007,"[[24, 119], [908, 1165, 3128], [429], [1118, 3128], [119], [5061, 952], [44], [1918], [101, 5872, 2446, 1228]]"
5008,5008,"[[608, 3047, 24, 114], [3649, 44, 1453, 23, 488, 840], [5915], [82], [7110], [1101, 488, 5915, 2516], [2481]]"
5009,5009,"[[3868], [952, 1359, 2556, 2516, 4029], [2197, 2616, 1806], [4645, 4772, 6651, 8180, 8130], [2493]]"
5010,5010,"[[24], [197, 5055, 3986, 23, 5517], [563, 7111, 1417, 3211], [3457, 138, 183]]"
5011,5011,"[[126, 2337], [2010], [4872, 129, 2221, 2527], [6304, 129, 7996, 991], [8331, 4407, 814, 8110, 8090], [24, 8203, 8492, 1310], [2010], [8203, 2681, 8126]]"
5012,5012,"[[3941, 4717, 6666, 2805, 4577, 2629, 5712, 1665, 1171, 330, 2034], [969, 4991, 458, 7843, 774, 2631, 359], [488, 3199, 5656, 8124], [5570, 8201, 8178], [5745, 2631, 3459, 969, 2262, 6421, 3863, 2627, 5279, 8484, 210, 1241, 1399, 175, 4133, 1781], [2805, 2609, 1721, 6681, 1665]]"
5013,5013,"[[1126, 840], [4004, 267, 883, 728, 549, 4120, 4548], [3872, 7551, 6759, 690, 697], [1865, 549, 4548, 81, 43, 2739, 1172, 35, 8308, 32, 534, 2481], [4972, 7488, 6260, 35, 1172, 81, 4875, 119, 549, 3709, 693, 2262]]"
5014,5014,"[[24, 1378], [5889, 358], [4670, 44, 5785, 430, 4927, 2734, 358, 7077, 1576, 7332, 602], [155, 233], [446, 8335, 27, 336, 862], [2646, 95], [623, 2661, 1078, 2808, 24, 1297, 1178, 5515, 1416, 910], [82, 1226, 8480, 1168, 125]]"
5015,5015,"[[24], [638], [44], [44], [7110], [127, 2392, 7020, 1955, 2283, 4358, 3495, 3295, 2643, 2958, 2161, 7102, 5630, 285], [2201, 682, 24]]"
5016,5016,"[[2744], [682, 3255, 1178, 3556], [151, 2160, 952], [7110, 181, 101], [24]]"
5017,5017,"[[1378, 24], [1719, 1126, 7271, 1721, 4281, 5232, 1244], [638], [135, 370, 310], [2221], [1228], [8120], [713], [1182], [2201]]"
5018,5018,"[[1411, 2176, 5758, 6930], [3112, 4340, 4702, 3533, 7116, 6517, 3502, 7018], [2721, 7018, 3549, 3112, 5807, 1820, 2638, 3613, 7818, 4595, 2044, 916], [951, 5615], [7826, 8351], [1583, 1095, 8107], [8341, 7018, 3112, 7818], [546, 718], [4203], [6148, 7966, 8107], [1714, 4023, 5930, 3588, 435, 426, 608, 114, 6773]]"
5019,5019,"[[1378, 24, 1075], [5573, 5378], [5037, 44], [936, 4, 933, 7775], [3137, 1182], [298]]"
5020,5020,"[[3478, 5329, 433, 6583, 5417, 389, 3317, 2751, 1498], [7512, 676, 2410, 2565, 1013], [3346, 7775, 3578, 126, 4534, 5329, 3604, 2395], [2527, 4447, 2791, 3578, 6458, 2299, 818, 2885, 8073], [2643, 1695, 931, 5816, 126, 818, 2565, 6735, 4631, 249, 3578]]"
5021,5021,"[[2299, 4031, 4427], [249, 3369, 937, 4436], [4081, 5329, 2299], [1728, 5790, 6692], [5541, 171, 5533, 136, 3369, 2299], [5799, 24, 338]]"
5022,5022,"[[2019, 1984, 87, 997, 1242, 657, 751, 1140, 4224, 2645], [4713, 6171, 3362, 1981, 3120, 4505], [682, 738], [8177, 44, 7427, 782, 2749, 682, 3117, 8252, 2661, 3693, 151, 8239, 1639]]"
5023,5023,"[[2409, 24], [3632, 2077, 1544], [4632, 2998, 3900, 713, 5663, 5737], [2464, 7625, 7414], [6473, 1886, 5646, 2182, 184], [1609, 1012, 1730, 7203]]"
5024,5024,"[[608], [5, 44, 2609, 1572, 3875, 1721, 1015, 4893, 7522, 377, 768, 638, 2959, 5422, 7401, 7166, 1299, 5579, 709, 110, 6681, 2190], [1126, 821, 44], [1272, 1178, 1310, 5461, 8010], [131, 722, 2659, 7002, 4592]]"
5025,5025,"[[24], [4626, 300, 895, 4548, 44, 1265, 429, 495, 192], [44], [1391, 6327, 662, 1058], [3138, 249, 460, 1414, 5829, 153, 7470, 4551, 4275, 52, 3826, 2481, 1859, 804, 4634, 895, 577, 273, 423, 7407, 3808], [7470, 7425, 53], [24]]"
5026,5026,"[[608, 6695, 2258, 4774, 4875, 1030, 5443], [36, 264, 44, 638, 5034, 7134, 1198], [1168, 1877, 196, 256, 2010, 6939, 264, 1078, 643, 756], [30, 33, 423, 5165, 211, 879, 7342, 598], [7887, 3350, 2579, 5974, 233, 2160]]"
5027,5027,"[[24], [44], [1078], [1635], [616], [7110], [3858], [616], [616], [24]]"
5028,5028,"[[24], [6230], [3596, 1689, 6026, 797, 1505, 2865, 941], [602, 4322, 536], [3483, 47, 685, 3892, 271], [602, 7023, 687, 5836, 24, 581, 649, 1103, 2682, 5037, 472, 1505, 44, 797, 3483, 4514, 4790], [3397, 2096], [439, 5024, 7744], [994, 2682], [4790, 1208, 1593], [6957, 1259], [797, 3447, 2900, 4836, 1208, 1505, 5326, 6026, 3483, 4790, 602], [7916], [3483, 4790], [24, 1208, 3483], [687, 1228], [2826, 3397, 2749, 365, 2342, 2684, 7751, 2563], [5022, 6108, 1208]]"
5029,5029,"[[3663], [1719, 638], [2223, 1214, 2160, 638], [369, 126, 1228], [2223, 4073, 8331, 981], [4073, 1782, 1078], [24, 2481], [82, 1322]]"
5030,5030,"[[4929], [2407, 1584, 3912, 6900, 1758, 4947, 5476, 7033, 2631, 1485, 3159, 7371, 376], [2015], [1078, 784, 686, 1390, 4236, 3471, 7015, 989, 5603, 448]]"
5031,5031,"[[1033, 1310, 35, 43, 751, 2571, 608, 32, 693, 285, 947, 725, 533, 6765, 4579, 147, 203, 6795, 5921], [943], [7018, 2332, 7675, 2895, 5068, 4046, 147], [1586, 1364, 879, 147, 1621, 3138]]"
5032,5032,"[[4482, 3256, 3642, 6595, 5661, 3047, 3396, 3544], [1331, 220, 1168, 727, 352], [2223, 5047], [3164, 55, 7575, 1234, 2629, 905, 814, 5449], [4215, 1955, 3408, 53, 7904, 8312, 1292, 7934, 4678, 769, 7548], [5516, 8428, 24, 3833, 8219, 6811]]"
5033,5033,"[[6379, 5393, 1772, 3425, 100, 2645, 6734, 24, 941, 397, 708, 1984, 3940, 4070, 6306, 736, 616, 1102, 608, 472], [7608, 6734, 6888, 7567, 7002, 5393, 7487, 1436, 6842, 479, 736, 28], [2470, 5393, 4349, 7110, 7002, 5481, 256, 7834, 23, 4234, 6764, 4443, 7989, 685, 131, 71], [1359, 4460, 22, 4660, 58, 189, 4768, 7785, 25, 3127, 1784, 100, 1605, 6734, 8399, 5974, 2874], [1875, 533, 362, 247, 369, 3179, 2721, 1681, 214, 8253, 131, 736, 2105, 3940, 3257, 4382, 8108, 6547, 1182, 8219, 1578, 52, 7461, 7775, 8222, 2675], [24, 100, 1256, 68, 1875, 787, 638, 7110, 589], [2887, 4991, 1095, 7033, 735, 284, 24, 7002, 620, 355, 5247]]"
5034,5034,"[[369, 1288, 5921, 1719, 126, 466, 244, 2777, 1393, 83, 5216, 1543, 4172, 2516, 1702], [2957, 1545, 971, 1033], [466, 1178, 126, 298, 2659, 1798, 1936, 23], [4628], [270, 1178, 698, 369, 466, 2136, 8130, 493, 244, 5216, 3902, 2516, 1936, 8192, 1196, 8178, 8307, 2407, 8331, 3212, 259], [4628], [5930, 3419, 1024, 4802, 2901, 5430, 2934], [23, 4738, 369, 466, 581, 2555]]"
5035,5035,"[[1326, 293, 1486, 24, 6647, 3026, 1894, 146, 909, 1441, 4479, 83, 3168, 290, 272, 751, 1925, 580, 190, 753, 1161, 456, 5846, 132, 1719, 728, 1885, 709, 6192], [4335, 44, 5335, 149, 6268, 4896, 4152, 909, 414, 7015, 1818, 1066, 1719, 709], [1885, 909, 2906, 709, 87, 6990, 7608, 7820, 1195, 144, 977, 859, 7013, 5526, 2659, 3026], [101, 87, 6880, 2521, 81, 33, 32, 4877, 181, 909, 7820, 709, 203, 35, 6035, 6268, 7013], [44]]"
5036,5036,"[[5582, 4316, 1075, 1277, 3259, 146, 1024, 6300, 540, 3135, 24, 1262, 3823, 6128, 42, 3346], [6925, 501, 6128, 1253, 3239, 3823, 5], [5889, 909, 2136, 799, 3573, 6128], [968, 3573, 253]]"
5037,5037,"[[931, 2681, 249, 1791, 1522, 4607, 2826, 1923, 1925, 6792, 2950], [3990, 2397, 7280, 249, 2229], [5829, 3789, 5962, 6557, 1414, 106, 68, 249, 1290, 5234, 3545, 1939, 7195, 5413, 4484, 7552, 4779, 7278], [1018, 1963, 7280, 249, 105, 1789, 7193, 685], [3545, 7138, 2229, 1791, 2397, 4399, 1134, 7109, 8296, 8268], [2917, 121, 1648, 1191, 637, 106], [1791, 7215, 1229, 8377, 7797, 7568, 249, 4966, 1963, 1638, 3990, 1503, 5839, 7280, 2120, 3472, 4081, 3286]]"
5038,5038,"[[281, 4809, 581, 355, 2304, 2126, 3929], [581], [6343, 124, 1370, 338, 7680, 1155, 2434, 7013, 1217, 952, 1522, 6990, 1932, 281, 5321, 2576], [6792, 1370], [936, 1338, 6010, 68, 235, 977]]"
5039,5039,"[[6686, 24, 3717, 3905, 3278, 6291, 2174], [2118, 7254, 7699, 4177, 1242, 5535, 100, 164, 2910], [521, 5961], [6020, 6443], [24, 4345], [1618, 7800, 197, 1782, 44, 1242, 6033, 952]]"
5040,5040,"[[232, 12, 24, 3338, 3261, 2641], [24, 488, 3915], [7427, 2798, 253, 40], [616, 44, 522, 2756, 36, 174, 4496, 488, 256, 6162], [24, 4449, 2481], [1050], [3025, 744, 1713], [7110, 8133, 713, 958, 8084, 8178, 8192, 5585], [3915, 586, 7442, 6001, 8133, 551, 7871, 24, 1609, 8090, 8110, 652, 2221], [6409, 24, 1713, 1469, 429, 2178, 7110, 759, 8308, 8276], [602]]"
5041,5041,"[[2617, 1512, 1186, 1385, 2587, 2807, 1967, 4546, 344, 37, 165, 4383, 122, 3186, 728, 589, 2961, 3438, 182, 1456, 247, 865, 157, 682, 3242, 2739, 5681, 6788, 129, 3749, 829], [4514, 2361, 3302, 915, 37, 1390, 829, 1472, 2931, 905], [7749, 266, 3970, 37, 7809, 5561, 2907, 1148, 7404, 100, 2950, 303, 209, 1252, 1478, 7487, 1304, 1781, 430, 840], [1893, 2374, 7554, 779, 100, 366, 7589, 2617, 718, 4086, 5411, 5916, 7663, 1569, 8036, 4643, 3557, 6084, 883, 7487, 2790, 6695, 7683, 5604, 2505, 349, 2045, 1236, 4514, 1546, 7462], [1106, 552, 1512, 108, 1159, 6803, 8241, 266, 3562, 7214, 1975, 1967, 2546, 365, 601, 7137, 8195, 795, 3987, 3185], [2277, 1546, 4093, 7680, 3776, 8457, 8241, 8314, 3750, 829]]"
5042,5042,"[[1878, 1235, 272, 5424, 3641, 909, 1984, 3546, 3149, 715, 134, 1349], [547, 3953, 1501, 393, 417], [1228], [5156, 1081, 8413, 4731, 1885, 4260, 2630, 3953, 7275, 5888], [358, 423, 460, 7706, 1092, 4449, 3201, 232], [24, 2180, 183, 348, 290]]"
5043,5043,"[[1429, 3175, 2753, 3204, 3688, 3669, 4619], [718, 2789, 4300, 3136], [2717, 1967, 5047], [7775, 3457, 8425, 82]]"
5044,5044,"[[4118, 6700, 736, 5991, 3743, 1262, 4215], [736, 5197, 4822, 40, 2011], [1781, 1195, 2104, 1593, 2011, 2577, 6791, 5921], [6204, 2476, 5047, 5370, 6516, 1399, 2011, 4336, 5176], [2162, 172, 1212, 4215, 3743, 161, 1715, 7782, 2121, 5249], [5322, 8241, 552, 161, 4547, 850, 744, 655, 2121], [2011, 7807, 1599, 3101, 1760, 850], [8413, 1654, 1760, 2121, 7415], [2073, 7159, 755, 1784, 2126, 2623, 5920, 361], [2162, 161, 2121, 6530, 5942, 7534, 2476, 4761, 5950, 1504], [2011, 2162, 161, 850, 5950, 2121], [3340, 2011, 6580, 2681, 1647, 7660, 3224, 1760, 1969, 7224, 2104]]"
5045,5045,"[[1820, 3330, 36, 3026, 3130, 1951, 3617, 132, 4617, 1590, 3588], [841, 693, 35, 3438, 32, 157, 43], [818, 2451], [7509, 2207, 134, 3434, 5257, 6317, 3008, 119, 7077, 6266, 4203, 5731, 1265, 2609], [7503, 4870, 4651, 382, 581, 638, 830, 1719, 1936, 2974, 2374, 5907, 3462, 435], [3060, 977, 5047, 4651, 435, 7401, 794, 3596, 6771, 6317, 4341, 2609, 5110, 3660, 5189, 4144, 7134, 7509, 249], [5433, 487, 6246, 6902, 2556, 6243, 1081, 3596, 3204, 5279, 794], [3483, 247, 2805, 7503, 1795, 1081, 3204, 7401, 693, 581, 425, 5134, 5400, 1439, 5902, 1026, 5110, 563, 4026, 794, 927, 254, 122, 1665, 35, 270], [546, 5159, 794], [830, 36], [23, 1439, 7329, 2989, 4870, 4651, 7401, 5946, 4884, 426, 2700], [7867, 7607, 5723, 1310, 7576, 7915, 7827, 7698, 1890, 7672, 7808, 1534, 7711, 381, 2441], [8120], [4144, 2760, 2609, 2688, 1439, 2749, 3060, 7872, 5907, 1621], [397, 493, 2341, 7775, 2989, 1679, 7872, 2688], [524, 4236, 2462, 4151, 6488, 3516], [2201], [2681, 3457]]"
5046,5046,"[[1182, 6692, 1106, 1426, 238, 419, 6712, 6125, 3918, 6729, 2650, 1695, 2198, 5826, 1751, 4906, 3620, 1745, 818, 4931, 5846, 6424, 1235, 74, 855, 6793, 463], [796, 3371, 1453, 7245, 1635, 2904, 33, 965, 7709], [7245], [5332, 4393, 8381, 4236, 2319, 5389, 577, 424, 7896, 2012, 1391, 2205, 7709, 101, 4175, 2301, 3531, 1969, 5593, 3313, 4475], [8222, 6020, 2196, 7282, 4455, 2526, 5389, 1484, 707, 7830, 6990, 5183, 7146, 1774, 1916, 3901]]"
5047,5047,"[[37, 1911, 4774, 1378, 3686, 3440, 3389, 165, 4946, 1781, 6425, 576, 2266, 245, 1891], [6213], [4318, 4108], [695, 1126, 3810], [3910, 6764]]"
5048,5048,"[[1691, 5022, 1385, 2021, 329, 904, 4877, 457, 6734, 224, 2033, 251, 486, 24, 6440, 1175, 414, 36, 1347, 6329, 2190, 2236, 2325, 1785], [842, 3940, 140, 6734, 334, 3675, 36, 1349], [139, 7409, 222, 1847, 277, 4404, 768], [7110, 3009], [8470, 7841, 7409, 24], [3440, 7409, 1528, 414, 222, 1179, 3940, 1946], [357, 3440, 7628, 1179, 414], [7398, 24, 3489, 7841, 8126, 4592]]"
5049,5049,"[[566, 6687, 6290, 728, 909, 2528, 157, 24, 647], [5366, 794], [901, 7485, 24, 3820, 5047, 6557], [1103, 846, 159, 840, 232, 197, 100, 24, 131, 2887], [7110, 7469], [6043, 6114], [42, 171], [47, 160], [4676, 7841, 232], [1344, 8005], [3367, 230, 3471, 7480, 7797, 171, 3237]]"
5050,5050,"[[1235, 6314, 2410, 358, 609, 4261, 1485, 3406, 5776, 643, 3285, 5397, 5566, 3204, 819, 1819, 4061, 2072, 484, 1997, 4740, 3627, 2717, 6794], [6054, 6314, 7619, 7231, 1296, 2305, 4073, 1095, 1719], [450, 585, 428, 769, 8002, 1139, 5144, 4148, 169, 4152, 4073, 4411, 4118, 2700], [2542, 3345], [1637, 715, 1546, 134, 6794, 977, 7864, 4238, 3025], [715], [7956, 5175, 7814], [3455, 959, 1349, 7775, 90, 1421, 8249, 2275, 3149, 1945, 5512, 864, 441, 254, 1681]]"
5051,5051,"[[30, 87, 2393, 400, 1131, 346, 759, 419, 2109, 2861, 3436, 907, 624, 587, 811, 232, 2076, 1203, 463], [751, 3517, 201], [6089, 3702], [1582, 346, 535, 649, 1131, 2166, 6268, 1137], [666, 3429, 842, 8088, 27, 277], [4461, 624, 8467, 2861, 35, 81, 7685], [8463, 24, 8438]]"
5052,5052,"[[232, 2883, 159, 1378], [952, 2899, 171, 44], [7278, 1177, 7277, 1371, 254, 2866, 6336], [537, 4556, 563], [1452], [3789, 254, 348, 3287], [1907, 1921, 1150, 8230], [3391, 1452], [5413, 1003, 2866], [1702, 131, 348]]"
5053,5053,"[[312, 58, 3026, 1572, 1505, 2291, 6720, 3139, 3894, 24, 1526, 868, 6190, 5966, 1485, 2527, 6074, 2579, 1283, 3389], [33, 7054, 147], [7158], [373], [44, 625, 3321], [6245], [6245], [3699, 37], [379, 6160, 5396, 1378, 2291, 7982, 5764, 97, 7054, 305, 62, 6133, 551, 1289, 3699, 5787, 2579, 4663, 4637, 364, 2428, 3557], [488]]"
5054,5054,"[[3318, 3882], [756, 2465, 366], [2571, 82], [1358, 456, 4822, 4236], [82, 446, 1310, 4138, 8199]]"
5055,5055,"[[5046, 2530, 3318, 4545], [7508], [8123], [5025, 2470], [1126, 306, 8114, 477, 2980], [2481]]"
